id,Text,Label,language
470,"""cuando vuelve el proximo stream?""",clean,español
471,"""nmms estas perdido mal""",toxic,español
472,"""alguien sabe si hay raid?""",clean,español
473,"""q onda bro o/ llegandole""",clean,español
474,"""All muslims worship satan""",hate,ingles
475,"""I like the clarity here.""",clean,ingles
476,"""otra estupidez""",toxic,español
477,"""q buena explicacion 🙌""",clean,español
478,"""gays antinaturales""",hate,español
479,"""das pena ajena bro""",toxic,español
480,"""This was useful content.""",clean,ingles
481,"""holaaa me quedo un rato :3""",clean,español
482,"""me caga leerte 😡""",toxic,español
483,"""puras estupideces dices""",toxic,español
484,"""me quedo hasta el final 🥳""",clean,español
485,"""esto cuenta W? :P""",clean,español
486,"""ace limpio bro 😎""",clean,español
487,"""esto es hard o normal?""",clean,español
488,"""wey tas bien mal de la cabeza""",toxic,español
489,"""africanos enfermedades""",hate,español
490,"""sanchistas dictadura""",hate,español
491,"""xD q paso ahi""",clean,español
492,"""That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!""",toxic,ingles
493,"""ese buff ayudo mucho 😄""",clean,español
494,"""no sabes ni lo q dices 😂""",toxic,español
495,"""Whites are the oppresors and should die""",hate,ingles
496,"""This is understandable.""",clean,ingles
497,"""This helped me a lot 🙌""",clean,ingles
498,"""lol nooo jajaja""",clean,español
499,"""no mms, lee antes d escribir 🤦‍♂️""",toxic,español
500,"""JAJAJA no me lo esperaba xD""",clean,español
501,"""This is a genuine failure of leadership by the President of the United States. This nice town, Ferguson, should have been declared a state of emergency. It should have been put under martial law, federal troops should have stuffed the town, and non-residents should have been pushed out. Everyone knew there was going to be another riot. But...what did the President do? He didn't want to offend the black community. He didn't want anyone else to get shot. So he just let 'er burn baby burn. Seems to me, that a real leader could have had it both ways. Mr. President, sir, you have failed reprehensibly - and I do accuse you. """,toxic,ingles
502,"""sigue asi maestro 👏""",clean,español
503,"""buff a ese personaje ya 😅""",clean,español
504,"""moros invasores""",hate,español
505,"""If you act like animals you get treated like animals""",toxic,ingles
506,"""I liked this explanation a lot.""",clean,ingles
507,"""animo crack aun hay chance 🙌""",clean,español
508,"""me quedo hasta final 🥳""",clean,español
509,"""q comentario tan chafa""",toxic,español
510,"""holaaa tarde plis""",clean,español
511,"""GG chat gracias ❤️""",clean,español
512,"""voxeros mitin""",hate,español
513,"""awesome job from our law enforcement now send off to disrupt & tear down all the Islamic extremist radicals in America thanks....""",toxic,ingles
514,"""QUÉ PRO juegas wey 💯""",clean,español
515,"""The example was useful.""",clean,ingles
516,"""izquierdistas vagos""",hate,español
517,"""Good structure overall.""",clean,ingles
518,"""I get it now 👍""",clean,ingles
519,"""otro comentario tuyo y me da algo, q idiota eres""",toxic,español
520,"""ez win jajaja""",clean,español
521,"""q fastidio verte escribir""",toxic,español
522,"""siiii vamos con todo 🎉""",clean,español
523,"""mujeres putas""",hate,español
524,"""q mapa sigue ahora?""",clean,español
525,"""""I don't want my sons death to be in vain."" ""LET'S BURN THIS BITCH DOWN!"" Stupid fucks destroying livelihoods. Peaceful protests my fucking ass.""",toxic,ingles
526,"""This explanation works.""",clean,ingles
527,"""JAJAJAJA nooo xD""",clean,español
528,"""I’m saving this for later.""",clean,ingles
529,"""hablas puras babosadas""",toxic,español
530,"""This is pretty helpful.""",clean,ingles
531,"""mike browns father was made to say that boooshit""",toxic,ingles
532,"""otra tontería más""",toxic,español
533,"""Pretty straightforward stuff.""",clean,ingles
534,"""he can go back where he's from period big mouth MORON""",toxic,ingles
535,"""chinos arroz""",hate,español
536,"""no aportas nada""",toxic,español
537,"""hey gente linda uwu""",clean,español
538,"""todo se ve limpio ✨""",clean,español
539,"""africanos tribus""",hate,español
540,"""podemitas bolivarianos""",hate,español
541,"""eres un fastidio""",toxic,español
542,"""hey chat listos pa spam xD""",clean,español
543,"""What a stupid arab. Police shoot to apprehend? Lmao That's not how it works when they are being attacked!""",toxic,ingles
544,"""bien ahi men siguele 💯""",clean,español
545,"""XD me rei demasiado""",clean,español
546,"""holaaa primera vez aqui :3""",clean,español
547,"""derechistas iglesia""",hate,español
548,"""no sabes nada""",toxic,español
549,"""homosexuales familia""",hate,español
550,"""me gusta mucho tu setup bro 😎""",clean,español
551,"""GG EZ WIN 😄""",clean,español
552,"""This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.""",toxic,ingles
553,"""bien ahi loco 💯""",clean,español
554,"""todo chill 😎""",clean,español
555,"""uffff que nivel traes 💪""",clean,español
556,"""VAMOS TU PUEDES 💪""",clean,español
557,"""JAJAJAJA brooo en serio crees eso?? 😂💀""",toxic,español
558,"""This made my day 😄""",clean,ingles
559,"""holaaa me quedo :3""",clean,español
560,"""hey hey recien entro xD""",clean,español
561,"""This was explained nicely.""",clean,ingles
562,"""Clear message here.""",clean,ingles
563,"""XD momento unico""",clean,español
564,"""cuando sale el siguiente mapa?""",clean,español
565,"""Calm energy here.""",clean,ingles
566,"""puras estupideces""",toxic,español
567,"""GG se disfruto ❤️""",clean,español
568,"""I kinda agree with this.""",clean,ingles
569,"""Can someone shoot this black idiot too? That would make me giggle inside :)""",toxic,ingles
570,"""Very understandable explanation.""",clean,ingles
571,"""All spics are unwanted""",hate,ingles
572,"""estás bien loco, puras pendejadas dices""",toxic,español
573,"""At .16 screw the price of crap that thinks he's cool to disrespect the AMERICAN FLAG.""",toxic,ingles
574,"""All trannies should be locked up""",hate,ingles
575,"""This helped me understand better.""",clean,ingles
576,"""Good job explaining this.""",clean,ingles
577,"""You know its crazy.... I actually came across your video about bitcoin while trying to learn more about it and knew you looked familiar.... I took the time to look at some of Mike Browns personal profiles myself specifically his soundcloud. While I do think he is guilty of representing himself in the wrong light and maybe of stealing he still didn't deserve to die. The fact that WHITE people like yourself continued to insinuate it is ridiculous and shows your clear lack of empathy and sympathy. It seems you all are more like the ""animals"" you think we are..... And its especially offensive looking back at these videos 3 years later when hip/hop rnb (OUR BLACK CULTURE) is the biggest thing and media and you still dont understand our perspectives. To say Trayvon Martin was making lean in on of your other videos shows how ignorant you truly are as well. Sprite or Fanta or a CARBONATED DRINK is used when making lean....Not tea....""",toxic,ingles
578,"""holaaa primera vez :3""",clean,español
579,"""JAJAJAJA que risa""",clean,español
580,"""vascos brutos""",hate,español
581,"""I understand it now.""",clean,ingles
582,"""This is clear and simple.""",clean,ingles
583,"""lol que suerte 😂""",clean,español
584,"""pinche payaso 🤡🤡""",toxic,español
585,"""bro puro hablar por hablar""",toxic,español
586,"""no sabes ni d q hablas""",toxic,español
587,"""qué idiota comentario""",toxic,español
588,"""catalanes tacaños""",hate,español
589,"""wey q asco leer eso 🤮""",toxic,español
590,"""q pena contigo""",toxic,español
591,"""me encanta tu estilo 😍""",clean,español
592,"""This helped me understand better.""",clean,ingles
593,"""qué comentario tan malo""",toxic,español
594,"""gameplay bn chido 👍""",clean,español
595,"""Vile feminazis hate men""",hate,ingles
596,"""menas menores""",hate,español
597,"""no tienes idea bro""",toxic,español
598,"""Good effort 👌""",clean,ingles
599,"""me cansa tu ignorancia""",toxic,español
600,"""qien mas conectado?""",clean,español
601,"""qué estupidez""",toxic,español
602,"""kekw momento random 😂""",clean,español
603,"""Those guns use rubber bullets, stupid Russian news channel""",toxic,ingles
604,"""gg wp sabroso 👏""",clean,español
605,"""socialistas obreros""",hate,español
606,"""I agree with most of what you said.""",clean,ingles
607,"""ya cállate""",toxic,español
608,"""If a black officer shot a white guy it would be fine by black people. I'm not a racist. """,toxic,ingles
609,"""Helpful content, thanks 😊""",clean,ingles
610,"""me quedo un rato 😄""",clean,español
611,"""se siente buena vibra aqui ✨""",clean,español
612,"""This is actually pretty interesting.""",clean,ingles
613,"""me gusto mucho eso bro 😍""",clean,español
614,"""sigue asi crack 🔥""",clean,español
615,"""inmigrantes ilegales""",hate,español
616,"""das vergüenza""",toxic,español
617,"""estás bien mal""",toxic,español
618,"""holaaa men qe tal el stream?""",clean,español
619,"""gg wp divertido 👏""",clean,español
620,"""latinos baile""",hate,español
621,"""this fucking fuck can't even defend himself properly what a joke""",toxic,ingles
622,"""a rocket launcher will take care of that lightly armored vehicle, lol""",toxic,ingles
623,"""Good explanation overall.""",clean,ingles
624,"""This helped me a lot.""",clean,ingles
625,"""Short and sweet.""",clean,ingles
626,"""venezolanos plaga""",hate,español
627,"""I appreciate this explanation.""",clean,ingles
628,"""That ending was nice 🙂""",clean,ingles
629,"""nmms eso no tiene sentido""",toxic,español
630,"""bro q hueva leerte""",toxic,español
631,"""hola wey como estas :)""",clean,español
632,"""otra pendejada""",toxic,español
633,"""otra idiotez""",toxic,español
634,"""alguien sabe el score actual?""",clean,español
635,"""SIII se arma 🏆""",clean,español
636,"""vamosss cerrando fuerte 🔥""",clean,español
637,"""bien ahi loco 💯""",clean,español
638,"""This explanation was helpful.""",clean,ingles
639,"""kekw tremendo fail 😂""",clean,español
640,"""no sabes ni escribir""",toxic,español
641,"""esto ya es ranked o q?""",clean,español
642,"""progres tontos""",hate,español
643,"""SIII se puede 🏆""",clean,español
644,"""no sabes escribir""",toxic,español
645,"""otra vez diciendo tonterías""",toxic,español
646,"""buenas bro todo bn 😊""",clean,español
647,"""ese pick OP 🔥""",clean,español
648,"""wenas bro todo chill :)""",clean,español
649,"""holaaaa recien entro 😄""",clean,español
650,"""Dirtbags all of them. Including CNN""",toxic,ingles
651,"""That helped me understand.""",clean,ingles
652,"""callate yaaaa, neta q das asco 😡""",toxic,español
653,"""Very easy to follow.""",clean,ingles
654,"""a qe hora empieza?""",clean,español
655,"""Muslims like to spit on white people.
 Brought in by Muslims or nggrs I still wait for my big plasma cheap tv looted in some shop.""",toxic,ingles
656,"""terroristas etarras""",hate,español
657,"""kekw chat intenso 😂""",clean,español
658,"""I understand it better now.""",clean,ingles
659,"""the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.""",toxic,ingles
660,"""moros de mierda""",hate,español
661,"""Useless retards should not exist""",hate,ingles
662,"""All dykes are ugly and disgusting""",hate,ingles
663,"""pobres caridad""",hate,español
664,"""latinos machetes""",hate,español
665,"""Police cleaned that mess up quick! Nice.""",toxic,ingles
666,"""q comentario tan inutil 😒""",toxic,español
667,"""muy pro movimiento 😎""",clean,español
668,"""uffff brutal esa jugada 🔥""",clean,español
669,"""menas delincuentes""",hate,español
670,"""Filthy kikes are controlling the banks""",hate,ingles
671,"""nmms q verguenza ajena 😬😬""",toxic,español
672,"""dale dale no aflojes 💪""",clean,español
673,"""That explanation was clear.""",clean,ingles
674,"""wenas bro como estan hoy :)""",clean,español
675,"""bro neta q mal comentario""",toxic,español
676,"""vete alv!!! nadie te soporta 🔥""",toxic,español
677,"""This sounds reasonable.""",clean,ingles
678,"""nmms otra vez lo mismo""",toxic,español
679,"""Makes total sense.""",clean,ingles
680,"""gays pluma""",hate,español
681,"""das flojera""",toxic,español
682,"""Michael Smerconish is a little bitch. I like how he subtly tries to insult the guy and the guy laughs at him. This really shows how low CNN will stoop and what a garbage hole CNN has become.. And what a piece of ass sucking work Michael Smerconish is. I guess it is no wonder why in my home we
 DON'T WATCH CNN. (CRAP NEWS NETWORK)""",toxic,ingles
683,"""otro menso opinando""",toxic,español
684,"""gays enfermos""",hate,español
685,"""pog ese play 🤩""",clean,español
686,"""nazis asesinos""",hate,español
687,"""Gays are spreading disease""",hate,ingles
688,"""JAJAJA chat no perdona XD""",clean,español
689,"""mejor cállate""",toxic,español
690,"""Ugly dykes are gross""",hate,ingles
691,"""ace limpio bro 😎""",clean,español
692,"""Clear and easy explanation.""",clean,ingles
693,"""bro tas bien mal""",toxic,español
694,"""crack total lo tuyo 🙌""",clean,español
695,"""neta esta buenisimo esto 😎""",clean,español
696,"""q estúpido comentario""",toxic,español
697,"""qué asco leer esto""",toxic,español
698,"""Yep a Muslim bitch""",toxic,ingles
699,"""That was a good example.""",clean,ingles
700,"""siiii eso es todo 🙌""",clean,español
701,"""All wetbacks should be deported""",hate,ingles
702,"""bro ya duermete""",toxic,español
703,"""sigue asi rey 💯""",clean,español
704,"""mujeres sumisas""",hate,español
705,"""otra vez tus tonterías""",toxic,español
706,"""holaaaaa recién me conecto :3""",clean,español
707,"""Death to all spics""",hate,ingles
708,"""This was easy to understand.""",clean,ingles
709,"""estás bn tonto""",toxic,español
710,"""comentario ridículo""",toxic,español
711,"""dale ultimo push 💪""",clean,español
712,"""musulmanes mezquitas""",hate,español
713,"""bro eso no va aqui""",toxic,español
714,"""das pena bro""",toxic,español
715,"""Our shit serving media concocts a story, white cop kills an innocent black teenager, which is bullshit, to get the ""black community"" up in arms, they burn shit down..more stories for these useless talking heads to get in front of a camera with. At least once a week i see a black on white crime reported on the news..no national attention , no federal involvement...wtf? Black men need to stand up and be fathers and stop looking for excuses.. fuck yall.. all yall.""",toxic,ingles
716,"""I like how you explain stuff.""",clean,ingles
717,"""judíos usureros""",hate,español
718,"""W merecida 💯""",clean,español
719,"""This delusional moron's anger is ONLY justified if Mike was, indeed, unjustly killed. If, on the other hand, Mike was a malicious person, and the shooting was justified, then all the rioting is not justified. NO ONE can know what happened there that day, so any riots are taking place on the basis of assumptions. """,toxic,ingles
720,"""pog momento final ✨""",clean,español
721,"""chinos sucios""",hate,español
722,"""jajaja wooow increíble""",clean,español
723,"""JAJAJA increible chat""",clean,español
724,"""estás bien perdido bro""",toxic,español
725,"""jajajaja no aguanto 😄""",clean,español
726,"""qué chingados dices?? no se entiende ni madres 🤦‍♂️""",toxic,español
727,"""Niggers are monkeys""",hate,ingles
728,"""no sabes opinar""",toxic,español
729,"""comunistas gulag""",hate,español
730,"""mejor no opines""",toxic,español
731,"""puras babosadas""",toxic,español
732,"""I wish mr masri was dead,,""",toxic,ingles
733,"""Simple language, I like it.""",clean,ingles
734,"""xD justo ahi paso""",clean,español
735,"""q comentario tan tonto""",toxic,español
736,"""otra idiotez más""",toxic,español
737,"""borregos ignorantes""",hate,español
738,"""rusos frío""",hate,español
739,"""a qe hora sorteo?""",clean,español
740,"""This is clear enough for me.""",clean,ingles
741,"""All whites are devils""",hate,ingles
742,"""W facil sin sudar 😄""",clean,español
743,"""Why the hell are they even interviewing him? This guy's such an idiot.""",toxic,ingles
744,"""puras pendejadas dices""",toxic,español
745,"""qué comentario tan inútil""",toxic,español
746,"""That makes sense now.""",clean,ingles
747,"""qien mas esta viendolo? :o""",clean,español
748,"""FUCK MEDIA 
 Bassem was right find something real to investigate. You're just exaggerating because you want more views and more MONEY.
 
 FUCK YOU SELFISH FUCKS
 
 These people are DISGUSTING. I don't know how they bare with their NASTY selves.""",toxic,ingles
749,"""Refugees are terrorists in disguise""",hate,ingles
750,"""españoles opresores""",hate,español
751,"""otra idiotez""",toxic,español
752,"""fascistas Franco""",hate,español
753,"""This explains it well.""",clean,ingles
754,"""tu opinión vale cero""",toxic,español
755,"""muy crack 💯""",clean,español
756,"""progres hipócritas""",hate,español
757,"""pog cierre 🔥""",clean,español
758,"""dale bro ya casi 🎉""",clean,español
759,"""qué comentario tan malo""",toxic,español
760,"""XD justo lo salvo""",clean,español
761,"""das pena""",toxic,español
762,"""qien mas dejo su like?""",clean,español
763,"""This explanation was simple.""",clean,ingles
764,"""nmms wey, estás bien menso jajaja""",toxic,español
765,"""jajajaja chat reaccionando""",clean,español
766,"""mejor cállate""",toxic,español
767,"""otra idiotez""",toxic,español
768,"""Immigrants are invaders""",hate,ingles
769,"""voxeros partido""",hate,español
770,"""puras tonterías""",toxic,español
771,"""borregos socialistas""",hate,español
772,"""gracias x el stream bro 🙌""",clean,español
773,"""gg wp gracias por todo""",clean,español
774,"""THE UGLY TRUTH:
 
 If you talk like a THUG, act like a THUG, walk like a THUG, and live like a THUG... Then you will die like a THUG!
 
 ""Live by the sword die by the sword."" - ""Don't hate the player, hate the game!""
 
 This was not an innocent little child just walking down the street who got shot in the back. If we cannot blame the parents then we must look at the individual who in this case was an adult. 
 
 What kind of music did he listen to?
 What kind of videos did he view?
 Who were his role models?
 How did his environment affect him?
 Who were the enablers?
 Who did he associate with?
 But most importantly, when will he be accountable for his own actions? Unfortunately, on this day, he chose the wrong pathway to his fate. 
 
 You cannot rob a store and call it shoplifting. Heck, you might as well call it borrowing without permission. 
 
 This was not his first crime and there were probably many unrecorded (not caught) negative actions by Mike Brown (MB). You cannot assault another human being without consequences. Or should we say ""he was just playing, it was no big deal, or it was childish"". Get real folks. The riots, looting, attacks, and threats has nothing to do with MB. It has to do with a culture who feel they are entitled and will use any excuse or propaganda to find any excuse to commit crimes in the name of ""No Justice - No Peace!""
 
 Hands Up - Don't Shoot!"" - Please this culture needs to STOP, ""Pants on the ground, Pants on the Ground, Looking like a Fool, with your Pants on the Ground! Hat turned Sideways, Gold in your mouth, Looking like a Fool, with your Pants on the Ground!""
 
 Let me say, THIS IS NOT ABOUT RACE! THIS IS NOT ABOUT LACK OF JUSTICE! 
 
 JUSTICE, naturally in the street, will usually end in tragedy. This was the result of an immature with no respect THUG who believed he could use his size to intimidate. He probably did it in school and we know he did it in the street.
 
 --------- REAL PARENTS (or those around them) would have not called what MB did ""Childish"". That was not, nor is childish behaviors. His behaviors were felonious and criminal. And to be frank, would have probably cost him his life elsewhere at a different time. REAL PARENTS would have stated, ""This was my son. What he did was wrong in this store and to the clerk. If in fact, the evidence shows my son assaulted this officer, and posed a threat by going after the officer before the shots were fired... Then may our son rest in peace as his actions we do not condone but this consequence was just due to his own choices and actions. We unconditionally love our son. However, we also forgive the officer. We apologize to the store clerk and we hope as a family and people can move on only to learn, our actions and how we live dictate our consequences, be it positive or negative. We would also like to support alternate methods in the event this does happen again using non-lethal weapons such as rubber bullets, taser, mace, etc. ----------- And to those who truly support change - NO SILENCE - NO VIOLENCE.
 
 There is no sugar coat here. As a human, as a race, we need to be accountable for what we say and do. 
 
 Lastly, If the officer was racist and he did shoot MB without rhyme or reason, or if he in fact, just targeted MB & DJ because they were black, and decided to gun down MB (in the back and front) even though he surrendered peacefully with his hands raised, THEN I would side with MB and those who support the cause.
 
 But unfortunately, the evidence thus far does not support the above paragraph. 
 
 Question 1: Would this still be the reaction, if the officer were a female?
 
 Question 2: Would this still be the reaction, if the officer were Black/African American?
 
 Question 3: Would this still be the reaction, if Mike Brown was gunned down by a peer of his own race?
 
 Question 4: Would this still be the reaction, if Mike Brown were White?
 
 Question 5: Would this still be the end result (death), if Mike Brown was productive at home, work, or school other than running the streets?
 
 To the people:
 
 ""Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity."" - Martin Luther King, Jr.
 I think it is safe to say, we are living in dangerous times because of this simple fact proving this Martin Luther King, Jr.'s quote. Unfortunately, it is coming from his own race and those supporting a lost cause.
 
 To the people who cry wolf...
 
 MJ
 
 Please Repost! """,toxic,ingles
775,"""This deserves more views.""",clean,ingles
776,"""F en el chat :(""",clean,español
777,"""izquierdistas piojosos""",hate,español
778,"""Feminazis are man haters""",hate,ingles
779,"""Oh my God. I fucking love that Arab guy. Such wise words. He is seriously someone who has open eyes to the world. He sees things for how they are, which is so rare in our world today. A big fucking amen to that guy... Wake the fuck up America""",toxic,ingles
780,"""Evil jews are behind everything""",hate,ingles
781,"""Cool concept honestly.""",clean,ingles
782,"""This explanation is understandable.""",clean,ingles
783,"""no sabes nada""",toxic,español
784,"""JAJAJAJA qué momento 😂""",clean,español
785,"""rumanos mendigos""",hate,español
786,"""This is useful info.""",clean,ingles
787,"""no tienes idea""",toxic,español
788,"""JAJAJA increible""",clean,español
789,"""xD justo en el momento""",clean,español
790,"""ese ace estuvo OP 😎""",clean,español
791,"""gays viciosos""",hate,español
792,"""This moron is talking about being peaceful? Their burning the nation's flag idiot. Even though that's what you are suppose to do when it's old so they have no knowledge. They are babies making noise. """,toxic,ingles
793,"""otra tontería""",toxic,español
794,"""menas peligrosos""",hate,español
795,"""qué pendejada acabo de leer""",toxic,español
796,"""vamosss ultimo intento 🎯""",clean,español
797,"""otra vez tú??? ya lárgate pls 🙃""",toxic,español
798,"""q ridiculo te ves diciendo eso 🤡""",toxic,español
799,"""You honestly believe that Mike Brown was actually trying to take a cops gun while the cop was sitting in the car? You would be stupid to think that a kid would charge at someone pointing a gun at them as if he was some beast and was high. 
 
 If he was so high how could Mike go to the store and do everything else so easily..epic fail sir. Why not make the officer take a toxicology test. The officer was obviously scared and was going to use his weapon per being intimidated by Mike's size. 
 
 The officer didn't know that Mike had stolen anything and told the dispatcher that he knew nothing of a shooting in the area.
 
 Get your facts straight please. """,toxic,ingles
800,"""colombianos cutres""",hate,español
801,"""venezolanos inferiores""",hate,español
802,"""qué pendejo comentario""",toxic,español
803,"""q pro te salio rey :D""",clean,español
804,"""Hahahahaha. This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy""",toxic,ingles
805,"""otra idiotez más""",toxic,español
806,"""de verdad eres así de bruto o solo hoy 😡""",toxic,español
807,"""I can't for the life of me understand why people think that Mike Brown was a martyr for some cause. The man was a criminal. Are all black people criminals? Absolutely not. Are there white criminals? Hispanic criminals? You betcha. If the situation was EXACTLY the same but the races were reversed there would not be an issue at all.""",toxic,ingles
808,"""cállate tantito pls""",toxic,español
809,"""As I watched I kept muttering shoot, shoot, pull the trigger. Rubber bullets hurt like a MFer.""",toxic,ingles
810,"""musulmanes fanaticos""",hate,español
811,"""siiii victoria segura 🎉""",clean,español
812,"""JAJAJAJA que risa""",clean,español
813,"""nmms puras incoherencias""",toxic,español
814,"""STFU YOU MUSLIM PIECE OF SHIT! the cops should have fired ten rounds into his ass.
 
 or better still... lets cut his head off and pour pigs blood down his throat. I am willing to bet it was them dirty fckn Islamic bastards that set those fires and not even the blacks that did.""",toxic,ingles
815,"""I'm with cops. Those protesters steal, and destroy things. They aren't solving shit""",toxic,ingles
816,"""comentario ridículo""",toxic,español
817,"""Whites are genetic defects""",hate,ingles
818,"""nooo casi pero bn jugado""",clean,español
819,"""This is helpful, thanks!""",clean,ingles
820,"""OMG! IT'S A TERRORIST! AN ISIS UNDERCOVER-AGENT! What are you doing, Americans???? ARREST HIM!""",toxic,ingles
821,"""Refugees are raping our women""",hate,ingles
822,"""You perform a basic snatch and grab robbery at a local convenience store which turns into a strong arm robbery on an immigrant midget store clerk and in less than 30 minutes later you get lit up by a yahoo cop who told you to get the fuck out of the middle of the road and proceeded on until he recognized you as fitting the description of the assailant which just came over his radio; talk about Mutherfuckin Karma! Stealing shit does not warrant deadly force but Karma's a Bitch and who the fuck has the ability to control it or direct it's measures of decree? Ain't no Mutherfucker who puts on his pant's one leg at a time, that's for sure!""",toxic,ingles
823,"""esto ya cuenta como W?""",clean,español
824,"""ufff gran decision 🔥""",clean,español
825,"""vamosss ultimo intento 🎯""",clean,español
826,"""se siente buena vibra 😄""",clean,español
827,"""dale dale confio 😄""",clean,español
828,"""I’m learning a lot from this.""",clean,ingles
829,"""tu puedes loco ánimos!""",clean,español
830,"""The city is full of really, really, really dumb people. Can't try to reason with them.""",toxic,ingles
831,"""gg wp estuvo bueno 👏""",clean,español
832,"""estás mal""",toxic,español
833,"""animo maestro 😄""",clean,español
834,"""JAJAJAJA increible""",clean,español
835,"""F la pase genial 😊""",clean,español
836,"""I didn’t know that, thanks for sharing!""",clean,ingles
837,"""terroristas musulmanes""",hate,español
838,"""Proof Blacks aren't victims:
 1. Statistically Cops kill more whites than blacks, yet whites see them as necessary because they save more lives than they cost, while places like Ferguson lose their minds.
 2. Statistically 93% of murdered blacks are killed by other blacks, with whites consisting of 3% of the murderers and 4% being the other races.
 3. Whites were enslaved by blacks first, and for over 150 years. This was when Europeans(the same race that started America and later enslaved Africans) began searching North Africa to establish trade of goods between natives. From the 1520s to the late 1600s whites were enslaved first. Later the tables turned. This boys and girls is called 'Karma.'
 4. Statistically over 50% of murders in the US alone are from Blacks, despite them making up only 14.1% of the entire US population, while despite whites make up 63% of the US population they only make up 46% of the murders.
 5. Whites make up 38% of welfare recipients with blacks making up 39%. This doesn't seem extreme until you realize that 39%(blacks) consists of that 14.1%, whith that 38%(whites) making up 63% of the US. Meaning each individual black person is about 5 times as likely than whites to use welfare.""",toxic,ingles
839,"""homosexuales pervertidos""",hate,español
840,"""here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist """,toxic,ingles
841,"""qien anda desde el inicio?""",clean,español
842,"""qué comentario tan malo""",toxic,español
843,"""I like the way you talk.""",clean,ingles
844,"""I appreciate the explanation.""",clean,ingles
845,"""kekw momento random 😂""",clean,español
846,"""alguien sabe raid?""",clean,español
847,"""wey mejor no digas nada""",toxic,español
848,"""kekw no puede ser""",clean,español
849,"""What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.""",toxic,ingles
850,"""This man is a zionist jew look at ypu can see the jewnesss in his face cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee """,toxic,ingles
851,"""bro das hueva, sin ofender 😒""",toxic,español
852,"""q fastidio""",toxic,español
853,"""fascistas fuera""",hate,español
854,"""qien mas esperando el boss?""",clean,español
855,"""aprende a escribir antes d venir a opinar ✍️""",toxic,español
856,"""okupas sucios""",hate,español
857,"""I enjoyed watching this.""",clean,ingles
858,"""Masri is about as close as you can get to ISIS in America. """,toxic,ingles
859,"""XD momento unico""",clean,español
860,"""nadie te toma en serio""",toxic,español
861,"""HOLA MEN todo bn??""",clean,español
862,"""HOLA a todos o/ recién llego""",clean,español
863,"""HOLA CHAT bonito <3""",clean,español
864,"""esto es ranked o casual?""",clean,español
865,"""comentario basura""",toxic,español
866,"""clutch perfecto bro 💯""",clean,español
867,"""Filthy jews belong in the oven""",hate,ingles
868,"""mujeres brecha salarial""",hate,español
869,"""Love the vibe here ✨""",clean,ingles
870,"""q hueva contigo""",toxic,español
871,"""Sick trannies are abominations""",hate,ingles
872,"""CNN is such Bullcrap!""",toxic,ingles
873,"""Spics are low IQ""",hate,ingles
874,"""esto es GG? :o""",clean,español
875,"""q comentario tan pendejo""",toxic,español
876,"""Pretty clear points.""",clean,ingles
877,"""pog final ✨""",clean,español
878,"""Time to test the police guns fire fire.""",toxic,ingles
879,"""comentario ridículo""",toxic,español
880,"""I like the simple approach.""",clean,ingles
881,"""lol que suerte tuviste 😂""",clean,español
882,"""holaaa llegue tarde plis""",clean,español
883,"""The editing is clean 👍""",clean,ingles
884,"""Faggots burn in hell""",hate,ingles
885,"""q onda bro o/ llegando""",clean,español
886,"""estás bn tonto, quién t dijo q opinaras?""",toxic,español
887,"""bro mejor guarda silencio""",toxic,español
888,"""qué asco 🤮""",toxic,español
889,"""neta q ridiculo comentario""",toxic,español
890,"""voxeros racistas""",hate,español
891,"""q hueva leerte""",toxic,español
892,"""GG bien jugado crack 🔥""",clean,español
893,"""pinche comentario inútil""",toxic,español
894,"""Calm and easy to follow.""",clean,ingles
895,"""What's with all the dislikes? White people are that offended? You thought racism wasn't an issue anymore....think again""",toxic,ingles
896,"""a qe hora empieza esto?""",clean,español
897,"""The more those people fuck up America, the more American will fucking hate them. """,toxic,ingles
898,"""sanchistas PSOE""",hate,español
899,"""All muslims are terrorists""",hate,ingles
900,"""otra tontería más""",toxic,español
901,"""aprende algo""",toxic,español
902,"""comentario tonto""",toxic,español
903,"""This was useful to watch.""",clean,ingles
904,"""no sabes nada de nada""",toxic,español
905,"""I don't care about Mike brown or any other bullshit. But it's clearly understood that this youtube guy is a racist and very dumb. His points do hold a little water but he's full of hate and lies100%""",toxic,ingles
906,"""holaaa desde casita 😊""",clean,español
907,"""aprende algo antes de hablar""",toxic,español
908,"""Well organized thoughts.""",clean,ingles
909,"""dale bro confio en ti 🙌""",clean,español
910,"""ese personaje esta OP 🔥""",clean,español
