id,Text,Label,language
686,"""kekw momento random 😂""",clean,español
687,"""VAMOS bro tu puedes 💪""",clean,español
688,"""africanos pateras""",hate,español
689,"""españoles fachas""",hate,español
690,"""holaaaaa chat activo 😄""",clean,español
691,"""otra pendejada tuya""",toxic,español
692,"""homosexuales matrimonio""",hate,español
693,"""Very easy to follow.""",clean,ingles
694,"""Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. """,toxic,ingles
695,"""xD xD que paso ahi""",clean,español
696,"""gameplay bn chido 👍""",clean,español
697,"""otra tontería""",toxic,español
698,"""Filthy kikes are controlling the banks""",hate,ingles
699,"""q mamada acabo de leer 😂""",toxic,español
700,"""q osooo, borra eso pls 🫠""",toxic,español
701,"""Mr. Smerconish, you Sir, are not a journalist. NO journalists say or claim to the interview object that he/she is searching for 15mins of fame just for being a part of the interview. And/or just because he/she did not speak in the direction you wanted them to.
 - If anything, it is you trying to DEFAME a person. And that is illegal! And you should definitively serve time for that! 
 You should go back to school because it is truly obvious that you do not handle the word of mouth with care NOR are you critical enough of the Authorities!
 Why would you wait for tons of paper that shows what we all know...That he INDEED ran, stopped, hands in the air and got shot, multiple times. There should be no doubt from your side that this happened if the witnesses says so. There should be, however, an investigative journalist who goes out and ask the people.
 
 Your opinion is NOT superior! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING! SHAME ON YOU!!! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS!!""",toxic,ingles
702,"""xD justo ahi paso""",clean,español
703,"""socialistas ladrones""",hate,español
704,"""esta bn chido el gameplay 👍""",clean,español
705,"""I enjoyed this explanation.""",clean,ingles
706,"""todo se ve limpio ✨""",clean,español
707,"""nmms otra vez lo mismo""",toxic,español
708,"""hola wey como estas hoy :)""",clean,español
709,"""rusos mafia""",hate,español
710,"""mejor vete""",toxic,español
711,"""venezolanos hambre""",hate,español
712,"""hola hola chat movido 😎""",clean,español
713,"""aprende algo""",toxic,español
714,"""They are protecting and serving us, from people like Michael Brown. The guy deserved to be killed, cry more about it...""",toxic,ingles
715,"""no sabes opinar""",toxic,español
716,"""W facil ez 😄""",clean,español
717,"""rusos frío""",hate,español
718,"""cuando sale el siguiente mapa?""",clean,español
719,"""bien ahi loco 💯""",clean,español
720,"""qué vergüenza""",toxic,español
721,"""This delusional moron's anger is ONLY justified if Mike was, indeed, unjustly killed. If, on the other hand, Mike was a malicious person, and the shooting was justified, then all the rioting is not justified. NO ONE can know what happened there that day, so any riots are taking place on the basis of assumptions. """,toxic,ingles
722,"""puras mamadas""",toxic,español
723,"""bien ahi crack 👏""",clean,español
724,"""wey aprende a leer""",toxic,español
725,"""qué comentario tan malo""",toxic,español
726,"""a thug going to college black people are always crying.. what about the American Indians I don't see no one crying for them..... """,toxic,ingles
727,"""Death to all spics""",hate,ingles
728,"""This explanation is understandable.""",clean,ingles
729,"""how fucking brain dead do you have to be to let the Nazi police scum bags just take you in""",toxic,ingles
730,"""SIII se arma 🏆""",clean,español
731,"""esa decision fue top 💯""",clean,español
732,"""comentario estúpido""",toxic,español
733,"""podemitas ratas""",hate,español
734,"""mujeres putas""",hate,español
735,"""vamosss cerrando fuerte 🔥""",clean,español
736,"""lol lol chat loco""",clean,español
737,"""This explanation was good.""",clean,ingles
738,"""I agree with your point.""",clean,ingles
739,"""The city is full of really, really, really dumb people. Can't try to reason with them.""",toxic,ingles
740,"""jajajaja buen cierre""",clean,español
741,"""nerf cuando XD""",clean,español
742,"""cansas demasiado""",toxic,español
743,"""wenas chaval todo bien?""",clean,español
744,"""comentario basura""",toxic,español
745,"""dale dale confio 😄""",clean,español
746,"""This hits different 😌""",clean,ingles
747,"""I’m learning a lot from this.""",clean,ingles
748,"""gg wp chat 👏""",clean,español
749,"""That part was interesting.""",clean,ingles
750,"""A completely idiot having his minutrs of fame""",toxic,ingles
751,"""I watched this twice already lol.""",clean,ingles
752,"""gg wp sabroso 👏""",clean,español
753,"""More of Your corrupt police will be harmed now. They are not safe from me. I will defend my self by fighting back and shooting them DEAD, so get your will's ready, cause its on! catalyst? the facts of the city/town/government/usa, are the CATALYST. This pot has been boiling over for too many years, and now you have the generation that will bring the equalizer to your door step, We also have a PURGE; you will feel its effect. """,toxic,ingles
754,"""musica bien cool ✨""",clean,español
755,"""The US government is killing its population!""",toxic,ingles
756,"""I like the background music 🎵""",clean,ingles
757,"""terroristas miedo""",hate,español
758,"""estás bien menso""",toxic,español
759,"""That was helpful content.""",clean,ingles
760,"""chat buena onda 😃""",clean,español
761,"""buenas bro bn 😊""",clean,español
762,"""gracias x el stream bro 🙌""",clean,español
763,"""pog cierre final 🔥""",clean,español
764,"""progres hipócritas""",hate,español
765,"""bro todo lo haces mal""",toxic,español
766,"""This is a genuine failure of leadership by the President of the United States. This nice town, Ferguson, should have been declared a state of emergency. It should have been put under martial law, federal troops should have stuffed the town, and non-residents should have been pushed out. Everyone knew there was going to be another riot. But...what did the President do? He didn't want to offend the black community. He didn't want anyone else to get shot. So he just let 'er burn baby burn. Seems to me, that a real leader could have had it both ways. Mr. President, sir, you have failed reprehensibly - and I do accuse you. """,toxic,ingles
767,"""Good points overall.""",clean,ingles
768,"""This helped me understand better.""",clean,ingles
769,"""menas delincuentes""",hate,español
770,"""ya cállate""",toxic,español
771,"""tu puedes loco ánimos!""",clean,español
772,"""The more those people fuck up America, the more American will fucking hate them. """,toxic,ingles
773,"""otra estupidez""",toxic,español
774,"""otra vez tú opinando""",toxic,español
775,"""holaaaa saludos <3""",clean,español
776,"""catalanes tacaños""",hate,español
777,"""That was helpful info.""",clean,ingles
778,"""jajaja chat explotando 😂""",clean,español
779,"""Proof Blacks aren't victims:
 1. Statistically Cops kill more whites than blacks, yet whites see them as necessary because they save more lives than they cost, while places like Ferguson lose their minds.
 2. Statistically 93% of murdered blacks are killed by other blacks, with whites consisting of 3% of the murderers and 4% being the other races.
 3. Whites were enslaved by blacks first, and for over 150 years. This was when Europeans(the same race that started America and later enslaved Africans) began searching North Africa to establish trade of goods between natives. From the 1520s to the late 1600s whites were enslaved first. Later the tables turned. This boys and girls is called 'Karma.'
 4. Statistically over 50% of murders in the US alone are from Blacks, despite them making up only 14.1% of the entire US population, while despite whites make up 63% of the US population they only make up 46% of the murders.
 5. Whites make up 38% of welfare recipients with blacks making up 39%. This doesn't seem extreme until you realize that 39%(blacks) consists of that 14.1%, whith that 38%(whites) making up 63% of the US. Meaning each individual black person is about 5 times as likely than whites to use welfare.""",toxic,ingles
780,"""F pero buena run :)""",clean,español
781,"""me quedo un rato 😄""",clean,español
782,"""eres un fastidio""",toxic,español
783,"""bro ya superalo""",toxic,español
784,"""Wrong Mother Fucker. No shoot to apprehend""",toxic,ingles
785,"""I wish mr masri was dead,,""",toxic,ingles
786,"""vamosss ultimo round 🔥""",clean,español
787,"""I like the clarity here.""",clean,ingles
788,"""GG bien jugado 🔥""",clean,español
789,"""mujeres objetos""",hate,español
790,"""no sirves pa nada, neta""",toxic,español
791,"""derechistas explotadores""",hate,español
792,"""vamosss ultimo intento 🎯""",clean,español
793,"""All kikes should be gassed""",hate,ingles
794,"""q comentario tan tonto""",toxic,español
795,"""cuando proximo match?""",clean,español
796,"""qien mas anda conectado?""",clean,español
797,"""holaaa llegue tarde plis""",clean,español
798,"""bro todo lo haces mal""",toxic,español
799,"""me gusta mucho tu setup bro 😎""",clean,español
800,"""This explanation works for me.""",clean,ingles
801,"""musulmanes rezo""",hate,español
802,"""gays adopción""",hate,español
803,"""aprende algo""",toxic,español
804,"""gg wp gracias""",clean,español
805,"""no sabes nada""",toxic,español
806,"""He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...""",toxic,ingles
807,"""You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! """,toxic,ingles
808,"""qué comentario tan malo""",toxic,español
809,"""nmms todo mal otra vez""",toxic,español
810,"""kekw tremendo fail 😂""",clean,español
811,"""All niggers are subhuman animals""",hate,ingles
812,"""This helped me understand things.""",clean,ingles
813,"""qué ridículo eres""",toxic,español
814,"""cuando vuelve el stream?""",clean,español
815,"""Funny to thing the government can be trusted to judge itself. Fucking disgusting. """,toxic,ingles
816,"""kekw tremendo fail 😂""",clean,español
817,"""fascistas fuera""",hate,español
818,"""mujeres feminazis""",hate,español
819,"""holaaaa chat hermoso <3""",clean,español
820,"""GG chat gracias ❤️""",clean,español
821,"""wey mejor no digas nada""",toxic,español
822,"""nmms estas perdido mal""",toxic,español
823,"""Cops NEED to be given a very wide latitude in self defense considering the threats they face and they if incapacitated, they have a very high chance of being executed with their own dam gun.Noone seems o care about this shit...""",toxic,ingles
824,"""If a black officer shot a white guy it would be fine by black people. I'm not a racist. """,toxic,ingles
825,"""This was useful to watch.""",clean,ingles
826,"""Time to test the police guns fire fire.""",toxic,ingles
827,"""kekw momento random 😂""",clean,español
828,"""podemitas comunistas""",hate,español
829,"""ese momento estuvo ÉPICO!!! 🤩""",clean,español
830,"""USA land of the free baby. HAHAHAHA! All you people not living in USA, should be thankful everyday. This is the worse country on earth.""",toxic,ingles
831,"""muy pro ese movimiento 😎""",clean,español
832,"""This hits different 😌""",clean,ingles
833,"""If a black officer shot a white guy it would be fine by black people. I'm not a racist. """,toxic,ingles
834,"""wenas compa listo 🎮""",clean,español
835,"""qué comentario tan malo""",toxic,español
836,"""gays antinaturales""",hate,español
837,"""jajaja chat explotando 😂""",clean,español
838,"""holaaaa chat!! 😊""",clean,español
839,"""no sabes ni q estas diciendo JAJA""",toxic,español
840,"""menas centros""",hate,español
841,"""bien ahi cerrando 🔥""",clean,español
842,"""hola hola chat movido 😎""",clean,español
843,"""nmms estas perdido mal""",toxic,español
844,"""judíos extranjeros""",hate,español
845,"""otra pendejada""",toxic,español
846,"""I appreciate the clarity.""",clean,ingles
847,"""lol nooo jajaja""",clean,español
848,"""He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...""",toxic,ingles
849,"""pobres ayudas""",hate,español
850,"""Dirtbags all of them. Including CNN""",toxic,ingles
851,"""comentario sin sentido""",toxic,español
852,"""colombianos narcos""",hate,español
853,"""Chinks are ruining our economy""",hate,ingles
854,"""SIII victoria 🏆""",clean,español
855,"""jajajaja chat reaccionando""",clean,español
856,"""hey compa se viene lo bueno!""",clean,español
857,"""I like this explanation.""",clean,ingles
858,"""q mapa sigue chat?""",clean,español
859,"""q buena explicacion 🙌""",clean,español
860,"""SIII victoria 🏆""",clean,español
861,"""derechistas casposos""",hate,español
862,"""jajaja se salio 😄""",clean,español
863,"""nmms eso no tiene sentido""",toxic,español
864,"""socialistas arruinan""",hate,español
865,"""This explains it nicely.""",clean,ingles
866,"""VAMOSSS chat apoyando!! 👏""",clean,español
867,"""primera vez aqui :) saludo!""",clean,español
868,"""q comentario tan tonto""",toxic,español
869,"""qien mas like?""",clean,español
870,"""I watched your Zimmerman case video and you are full of SHIT. I can smell the hate seeping out of you. You bringing up RAP music and what he listens to it, or his sound-cloud is nothing more to make his charcter look as foolish and dangerous as possible. To who ever wants to respond to it this, FUCK YOU AZ WELL>..You go through so much effort to destroy Mike Brown's character by bringing up his smoking habits which have nothing to do with why he got shot. Your tone and the perfectly chosen words you use really makes Brown look like he was ""Unstable"". Look at how much detail u went trhu to slay Brown's character.""",toxic,ingles
871,"""JAJAJAJA que risa""",clean,español
872,"""Feminazis need to shut up""",hate,ingles
873,"""sigue asi crack 🔥""",clean,español
874,"""Greedy kikes stop stealing""",hate,ingles
875,"""comentario inútil""",toxic,español
876,"""tu lógica no existe""",toxic,español
877,"""esto ya es ranked o q?""",clean,español
878,"""hey chat activo xD""",clean,español
879,"""Calm energy here.""",clean,ingles
880,"""rumanos mendigos""",hate,español
881,"""a qe hora te despides?""",clean,español
882,"""I like this approach.""",clean,ingles
883,"""Why is it that in the history of mankind where people of all color, creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation, EXCEPT for the blacks??????????????! WHY? Please enlighten me to this unknown phenomena.""",toxic,ingles
884,"""socialistas paro""",hate,español
885,"""This is easy to understand.""",clean,ingles
886,"""muy crack 💯""",clean,español
887,"""This sounds reasonable.""",clean,ingles
888,"""Savage blacks are dangerous""",hate,ingles
889,"""q onda bro o/ llegandole""",clean,español
890,"""q comentario tan malito""",toxic,español
891,"""okupas delincuentes""",hate,español
892,"""otra vez mal""",toxic,español
893,"""nazis genocidas""",hate,español
894,"""Fuck CNN you corrupt demon worshiping fools""",toxic,ingles
895,"""wey yaaaa, hartas""",toxic,español
896,"""holaaa maestro todo bn? :)""",clean,español
897,"""Simple explanation, nice.""",clean,ingles
898,"""todo lo haces mal""",toxic,español
899,"""W facil 😄""",clean,español
900,"""aprende a pensar""",toxic,español
901,"""jajajaja timing perfecto""",clean,español
902,"""fascistas saludo""",hate,español
903,"""This sounds reasonable.""",clean,ingles
904,"""nmms q pena bro""",toxic,español
905,"""Filthy jews belong in the oven""",hate,ingles
906,"""This was easy to follow.""",clean,ingles
907,"""no sirves pa esto""",toxic,español
908,"""negros delincuentes""",hate,español
909,"""JAJAJAJA qué momento 😂""",clean,español
910,"""I appreciate the details.""",clean,ingles
911,"""q comentario tan nefasto""",toxic,español
912,"""negros gueto""",hate,español
913,"""This dude sure seems to know a good bit about smoking weeds. Hmmm.
 According this clown because this black man was somewhat on the gang side which is factual based on the photo's, that it was justified to MURDER AN UNARMED HUMAN BEING ! Its not ok you MF-er """,toxic,ingles
914,"""neta quien t toma en serio""",toxic,español
915,"""mujeres sumisas""",hate,español
916,"""Mike browns father does NOT buy into it....he got caught on video saying ""Burn the bitch down"" reffering to Ferguson................and this dude you are interviwing is just a thug and should not be given air time.............""",toxic,ingles
917,"""bien ahi crack 👏""",clean,español
918,"""XD justo lo salvo""",clean,español
919,"""judíos religión""",hate,español
920,"""gg wp estuvo bueno 👏""",clean,español
921,"""mejor borra esto 🤦""",toxic,español
922,"""wey ya callate tantito""",toxic,español
923,"""muy pro movimiento 😎""",clean,español
924,"""alguien sabe el parche nuevo?""",clean,español
925,"""ez ez todo limpio 😎""",clean,español
926,"""LOL eso fue muy random :v""",clean,español
927,"""holaaaa recien entro 😄""",clean,español
928,"""lol no puede ser 😂""",clean,español
929,"""moros velo""",hate,español
930,"""comentario estúpido""",toxic,español
931,"""neta q das flojera""",toxic,español
932,"""hablas sin saber""",toxic,español
933,"""JAJAJA ese final xD""",clean,español
934,"""qien fue el mvp chat?""",clean,español
935,"""africanos sabana""",hate,español
936,"""Vile feminazis hate men""",hate,ingles
937,"""vamosss ultimo intento 🎯""",clean,español
938,"""Spics are dirty and lazy""",hate,ingles
939,"""lol chat loco 😆""",clean,español
940,"""One feral hoodlum put down, the rest of us no longer need to fear his thuggish behavior. Upset about that? Blame his parents- they failed to raise him right and provide proper supervision. Or, he was just defective from the start. Either way sounds like a case of quality control to me. Thank you Officer Wilson for doing your job.""",toxic,ingles
941,"""Refugees are raping our women""",hate,ingles
942,"""ese clutch fue INSANO 💪""",clean,español
943,"""What an ignorant coward, full of emotion, estrogen and apathy. And where the hell did you come from? Fuckin racially ambiguous blackwashed loudmouth. They really chose a pathetic man to interview. """,toxic,ingles
944,"""GG bien jugado 🔥""",clean,español
945,"""This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.""",toxic,ingles
946,"""My thought of this ""waste of skin' catching his just desert at 3300fps wouldn't make me a popular guy with the ""no free people allowed"" party. But I don't live on the bookends of this country. The rest of you libshits' would do yourselves justice to know the MAJORITY of Real Americans despise you in every way. Know It and own it. Every day you continue to exist is because ying must have yang motherjumper!""",toxic,ingles
947,"""ufff gran decision 🔥""",clean,español
948,"""chinos copias""",hate,español
949,"""ufff que nivel traes 🔥""",clean,español
950,"""Not confusing at all, nice.""",clean,ingles
951,"""i find this satisfying for some reason""",toxic,ingles
952,"""Bassem Masri is an uneducated idiot. Just listen the words coming out of his mouth, he sounds like a stupid little kid. Sorry, but please grow the fuck up and learn the laws instead of repeating ""FREEDOM OF SPEECH"", ""I'M A CITIZEN"", ""GO AHEAD BRO, I'LL LISTEN TO YOU"".
 
 Somebody shut this guy up.""",toxic,ingles
953,"""comunistas dictadura""",hate,español
954,"""wey q oso total 🤡""",toxic,español
955,"""todo fluyendo bn bonito ✨""",clean,español
956,"""bro deja de decir mamadas""",toxic,español
957,"""kekw chat intenso 😂""",clean,español
958,"""neta q flojera leerte""",toxic,español
959,"""españoles opresores""",hate,español
960,"""das pena bro""",toxic,español
961,"""Disgusting faggots should die of AIDS""",hate,ingles
962,"""ese clutch salio perfecto 💯""",clean,español
963,"""@23:00 hear what the guy is saying.. That a policemen stated that in his 31 years of service 8 officers have died by their own weapon and one was shoot execution style or whatever. So why the fuck does Officer Wilson let this 300 pound guy run 150ft--he's too big to run that fast I can assume? Shouldn't it take about 30-40 ft to tell Brown to freeze or he'll shoot? Bs all the way if you tell me.""",toxic,ingles
964,"""Wetbacks need to go back to Mexico""",hate,ingles
965,"""Simple but effective.""",clean,ingles
966,"""q pena leer esto 😬""",toxic,español
967,"""vascos terroristas""",hate,español
968,"""buenas noches viejo ✨""",clean,español
969,"""Shoot to apprehend? Easier said than done.. When the evidence was presented, Michael brown was still attackin darren after he was shot twice.... People have this misconception, like in the movies, that one gun shot anywhere to the body, will disable an attacker. This is a false belief.. There are cases of people still attacking or running after they've been shot 2-3 times. For god sake, 50 cent was shot 9 times and he's alive... When you're being attacked by a 6 ft 3 200 somthing pound person, and you're on your back, it's hard to say I""m just goin to shoot to apprehend. Had michael brown copnducted himself like a gentleman, this wouldn't have happened. He was an aggresive piece of shit, and this muslim shit head isn't any better. He's filled with rage and doesn't have the answer for anything. Progression comes from tolerance not violence.""",toxic,ingles
970,"""This is well explained.""",clean,ingles
971,"""ez limpio 😎""",clean,español
972,"""nmms ni escribir sabes""",toxic,español
973,"""buenas bro todo tranqui 😊""",clean,español
974,"""pog momento final ✨""",clean,español
975,"""podemitas chalet""",hate,español
976,"""vascos país""",hate,español
977,"""españoles vagos""",hate,español
978,"""ez win jajaja""",clean,español
979,"""I’m glad I found this.""",clean,ingles
980,"""I don't care about Mike brown or any other bullshit. But it's clearly understood that this youtube guy is a racist and very dumb. His points do hold a little water but he's full of hate and lies100%""",toxic,ingles
981,"""bro aprende algo nuevo""",toxic,español
982,"""This explanation works well.""",clean,ingles
983,"""menas subvencionados""",hate,español
984,"""Police brutality affects everyone. It's not just a black issue, and when they made it a ""black"" issue that's when people who aren't black tend to stop listening. End racial profiling as if police don't fuck with everyone? Police don't care WHAT color you are, if you aren't a policeman they will fuck with you. If you look on youtube you will notice the brutality doesn't discriminate. 
 
 So stop it with this racial bullshit, because if you want cops to finally be held accountable for their powertripping actions, you need to realize that playing the whole ""because I'm black, and only black, and black"" card, makes people who aren't black feel less sympathetic because every race here has had issues with them.""",toxic,ingles
985,"""cuando vuelve el stream?""",clean,español
986,"""This is a genuine failure of leadership by the President of the United States. This nice town, Ferguson, should have been declared a state of emergency. It should have been put under martial law, federal troops should have stuffed the town, and non-residents should have been pushed out. Everyone knew there was going to be another riot. But...what did the President do? He didn't want to offend the black community. He didn't want anyone else to get shot. So he just let 'er burn baby burn. Seems to me, that a real leader could have had it both ways. Mr. President, sir, you have failed reprehensibly - and I do accuse you. """,toxic,ingles
987,"""fascistas violentos""",hate,español
988,"""This was explained very well.""",clean,ingles
989,"""catalanes de mierda""",hate,español
990,"""puras estupideces dices""",toxic,español
991,"""You all are some dumb as people""",toxic,ingles
992,"""The legal system is inherently racist, same as this CNN reporter""",toxic,ingles
993,"""xD q paso ahi""",clean,español
994,"""mejor guarda silencio""",toxic,español
995,"""Dirty chinks go home""",hate,ingles
996,"""This is the typical mindset of white people ( not all white people but most). He deserved it . So I say to you, people like Sean Hannity are feuling the fires of prejudice and racism. Don't let these people influence you. They want a race war so they can start marshall law.""",toxic,ingles
997,"""menas menores""",hate,español
998,"""nerf cuando jajaja XD""",clean,español
999,"""Kill all protesters""",toxic,ingles
1000,"""hablas por hablar""",toxic,español
1001,"""nmms q perdida d tiempo""",toxic,español
1002,"""You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches """,toxic,ingles
1003,"""This made my day 😄""",clean,ingles
1004,"""holaaa llegue tarde perdon :3""",clean,español
1005,"""Not complicated at all.""",clean,ingles
1006,"""JAJAJAJA increible""",clean,español
1007,"""F pero buena run :)""",clean,español
1008,"""jajaja se salio 😄""",clean,español
1009,"""gracias x stream 🙌""",clean,español
1010,"""JAJAJAJA nooo xD""",clean,español
1011,"""VAMOS bro tu puedes 💪""",clean,español
1012,"""aprende a leer""",toxic,español
1013,"""CNN this is why you are a joke!""",toxic,ingles
1014,"""judíos usureros""",hate,español
1015,"""I like how clear this is.""",clean,ingles
1016,"""alguien sabe el score actual?""",clean,español
1017,"""All wetbacks are stealing our jobs""",hate,ingles
1018,"""Good pacing overall.""",clean,ingles
1019,"""derechistas iglesia""",hate,español
1020,"""I’m saving this for later.""",clean,ingles
1021,"""das pena ajena, PENITA 😬""",toxic,español
1022,"""rojos bandera""",hate,español
1023,"""nerf cuando? XD""",clean,español
1024,"""This is well done.""",clean,ingles
1025,"""rusos mafia""",hate,español
1026,"""catalanes nazis""",hate,español
1027,"""negros delincuentes""",hate,español
1028,"""no sabes escribir""",toxic,español
1029,"""africanos enfermedades""",hate,español
1030,"""q comentario tan pendejo""",toxic,español
1031,"""Nice work, keep it up 💪""",clean,ingles
1032,"""This helped me understand better.""",clean,ingles
1033,"""Good explanation, simple.""",clean,ingles
1034,"""no sabes nada""",toxic,español
1035,"""This is well done.""",clean,ingles
1036,"""I really like this video 😊""",clean,ingles
1037,"""homosexuales familia""",hate,español
1038,"""a qe hora te vas?""",clean,español
1039,"""Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.""",toxic,ingles
1040,"""chinos arroz""",hate,español
1041,"""qien anda desde el inicio?""",clean,español
1042,"""a qe hora vuelves mañana?""",clean,español
1043,"""poggers total ✨""",clean,español
1044,"""tu comentario es basura 🗑️""",toxic,español
1045,"""puras tonterías dices""",toxic,español
1046,"""All spics are unwanted""",hate,ingles
1047,"""qué vergüenza ajena""",toxic,español
1048,"""qien mas esta viendolo? :o""",clean,español
1049,"""THIS ARAB PIECE OF SHIT,,, ACTING LIKE HE GETS HARRASSED,, HE OR HIS PARENTS OWN A STORE AND YET HE ACTS LIKE HE GETS TREATED LIKE BLACK PEOPLE LOL... the same people who steals from his store,, what a moron piece of shit""",toxic,ingles
1050,"""no sirves pa nada, neta""",toxic,español
1051,"""qué comentario tan malo""",toxic,español
1052,"""W merecida 💯""",clean,español
1053,"""This makes things clearer.""",clean,ingles
1054,"""This explanation is solid.""",clean,ingles
1055,"""indepes golpistas""",hate,español
1056,"""judíos insolentes""",hate,español
1057,"""All retards are mistakes""",hate,ingles
1058,"""This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!""",toxic,ingles
1059,"""qué vergüenza ajena""",toxic,español
1060,"""este vato cree q sabe y no sabe ni vrg 😂""",toxic,español
1061,"""nmms estas mal mal mal""",toxic,español
1062,"""alguien sabe del parche?""",clean,español
1063,"""Dangerous ragheads belong in the desert""",hate,ingles
1064,"""Cool concept honestly.""",clean,ingles
1065,"""bro tas bien mal""",toxic,español
1066,"""You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches """,toxic,ingles
1067,"""gameplay bn chido 👍""",clean,español
1068,"""homosexuales pecado""",hate,español
1069,"""rusos espías""",hate,español
1070,"""the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.""",toxic,ingles
1071,"""JAJAJA ese final xD""",clean,español
1072,"""hey gente linda uwu""",clean,español
1073,"""todo chill aqui ✨""",clean,español
1074,"""This works for me.""",clean,ingles
1075,"""podemitas chavistas""",hate,español
1076,"""I get what you mean.""",clean,ingles
1077,"""q idiota""",toxic,español
1078,"""This is useful info.""",clean,ingles
1079,"""qué pendejada""",toxic,español
1080,"""SIII eso es todo 🙌""",clean,español
1081,"""he can go back where he's from period big mouth MORON""",toxic,ingles
1082,"""vamosss ultimo intento 🎯""",clean,español
1083,"""Kikes are leeching off us""",hate,ingles
1084,"""This explains it nicely.""",clean,ingles
1085,"""pinche comentario inútil""",toxic,español
1086,"""poggers esa play 🤩""",clean,español
1087,"""otra vez tú??? ya lárgate pls 🙃""",toxic,español
1088,"""qué comentario tan malo""",toxic,español
1089,"""All jews are liars""",hate,ingles
1090,"""F buena run :)""",clean,español
1091,"""puras pendejadas dices""",toxic,español
1092,"""nmms todo mal otra vez""",toxic,español
1093,"""aprende a pensar tantito""",toxic,español
1094,"""esto ya es GG? :o""",clean,español
1095,"""eres un fastidio""",toxic,español
1096,"""How was this guy hired?
 What an idiot""",toxic,ingles
1097,"""esto cuenta W? :P""",clean,español
1098,"""no sabes ni d q hablas""",toxic,español
1099,"""qué comentario tan malo""",toxic,español
1100,"""das flojera bro""",toxic,español
1101,"""no sabes escribir""",toxic,español
1102,"""alguien sabe si hay drops?""",clean,español
1103,"""W merecida 💯""",clean,español
1104,"""FAKE!!...CNN IS BS""",toxic,ingles
1105,"""no dumber people on earth then americans""",toxic,ingles
1106,"""GG chat gracias ❤️""",clean,español
1107,"""inmigrantes fuera""",hate,español
1108,"""deja de repetir lo mismo idiota""",toxic,español
1109,"""indepes estelada""",hate,español
1110,"""otra pendejada más y listo""",toxic,español
1111,"""nmms tas bien menso 😂""",toxic,español
1112,"""comentario tonto""",toxic,español
1113,"""nerf urgente jajaja""",clean,español
1114,"""q mapa sigue chat?""",clean,español
1115,"""That part was interesting.""",clean,ingles
1116,"""uffff brutal esa jugada 🔥""",clean,español
1117,"""If you act like animals you get treated like animals""",toxic,ingles
1118,"""hola hola chat movido 😎""",clean,español
1119,"""This cleared things up.""",clean,ingles
1120,"""W facil 😄""",clean,español
1121,"""nmms ni escribir sabes""",toxic,español
1122,"""me gusto mucho eso bro 😍""",clean,español
1123,"""socialistas arruinan""",hate,español
1124,"""estás bien perdido""",toxic,español
1125,"""estas bn perdido, bien cabron""",toxic,español
1126,"""This guy an idiot, if that's the best you can do, you have lost already!! WHAT A BOZO!!""",toxic,ingles
1127,"""Clear info, thanks.""",clean,ingles
1128,"""Immigrants are invaders""",hate,ingles
1129,"""vamosss por la W!!! 🏆""",clean,español
1130,"""inmigrantes trabajo""",hate,español
1131,"""vamosss ultima 🎯""",clean,español
1132,"""This explanation was helpful.""",clean,ingles
1133,"""qué flojera das""",toxic,español
1134,"""no sabes ni escribir""",toxic,español
1135,"""bro neta q mal comentario""",toxic,español
1136,"""holaaa me quedo un rato :3""",clean,español
1137,"""animo maestro 😄""",clean,español
